The training set: set 1
********************0********************
Current learning rate: 0.01
Epoch: [0][  0/292]	Loss 2.1208 (2.1208)	Accuracy 12.500 (12.500)
Epoch: [23][130/292]	Loss 1.5851 (1.4739)	Accuracy 40.625 (42.939)
Epoch: [23][140/292]	Loss 1.3303 (1.4693)	Accuracy 40.625 (43.085)
Epoch: [23][150/292]	Loss 1.4154 (1.4665)	Accuracy 37.500 (42.964)
Epoch: [23][160/292]	Loss 1.3812 (1.4647)	Accuracy 40.625 (42.896)
Epoch: [23][170/292]	Loss 1.6526 (1.4700)	Accuracy 31.250 (42.617)
Epoch: [23][180/292]	Loss 1.4694 (1.4695)	Accuracy 40.625 (42.559)
Epoch: [23][190/292]	Loss 1.6349 (1.4724)	Accuracy 34.375 (42.556)
Epoch: [23][200/292]	Loss 1.4248 (1.4755)	Accuracy 46.875 (42.195)
Epoch: [23][210/292]	Loss 1.5470 (1.4774)	Accuracy 40.625 (42.239)
Epoch: [23][220/292]	Loss 1.3262 (1.4754)	Accuracy 50.000 (42.364)
Epoch: [23][230/292]	Loss 1.5537 (1.4744)	Accuracy 43.750 (42.438)
Epoch: [23][240/292]	Loss 1.4663 (1.4738)	Accuracy 31.250 (42.440)
Epoch: [23][250/292]	Loss 1.6482 (1.4784)	Accuracy 37.500 (42.418)
Epoch: [23][260/292]	Loss 1.6366 (1.4812)	Accuracy 34.375 (42.301)
Epoch: [23][270/292]	Loss 1.4528 (1.4815)	Accuracy 43.750 (42.182)
Epoch: [23][280/292]	Loss 1.2610 (1.4806)	Accuracy 56.250 (42.204)
Epoch: [23][290/292]	Loss 1.4064 (1.4801)	Accuracy 43.750 (42.139)
Test: [ 0/74]	Loss 1.5321 (1.5321)	Accuracy 50.000 (50.000)
Test: [10/74]	Loss 1.3163 (1.2269)	Accuracy 46.875 (54.545)
Test: [20/74]	Loss 1.2155 (1.3027)	Accuracy 56.250 (52.083)
Test: [30/74]	Loss 1.2271 (1.3377)	Accuracy 65.625 (50.302)
Test: [40/74]	Loss 1.3869 (1.3376)	Accuracy 56.250 (50.076)
Test: [50/74]	Loss 1.4004 (1.3477)	Accuracy 56.250 (50.000)
Test: [60/74]	Loss 1.1543 (1.3368)	Accuracy 43.750 (50.102)
Test: [70/74]	Loss 1.6905 (1.3355)	Accuracy 34.375 (49.648)
Current Accuracy: 49.230
The best accuracy: 49.2301139831543
An epoch time: {:.1f}s329.6262164115906
********************24********************
Current learning rate: 0.01
Epoch: [24][  0/292]	Loss 1.7396 (1.7396)	Accuracy 37.500 (37.500)
Epoch: [24][ 10/292]	Loss 1.5870 (1.5589)	Accuracy 31.250 (36.080)
Epoch: [24][ 20/292]	Loss 1.5288 (1.4974)	Accuracy 31.250 (40.030)
Epoch: [24][ 30/292]	Loss 1.4056 (1.4993)	Accuracy 40.625 (40.625)
Epoch: [24][ 40/292]	Loss 1.2849 (1.4822)	Accuracy 53.125 (41.616)
Epoch: [24][ 50/292]	Loss 1.1175 (1.4765)	Accuracy 59.375 (42.341)
Epoch: [24][ 60/292]	Loss 1.9112 (1.4916)	Accuracy 21.875 (41.291)
Epoch: [24][ 70/292]	Loss 1.5157 (1.4870)	Accuracy 43.750 (41.153)
Epoch: [24][ 80/292]	Loss 1.1828 (1.4828)	Accuracy 56.250 (41.397)
Epoch: [24][ 90/292]	Loss 1.6917 (1.4791)	Accuracy 25.000 (41.793)
Epoch: [24][100/292]	Loss 1.7861 (1.4812)	Accuracy 31.250 (42.048)
Epoch: [24][110/292]	Loss 1.4349 (1.4839)	Accuracy 46.875 (41.976)
Epoch: [24][120/292]	Loss 1.2523 (1.4759)	Accuracy 56.250 (42.459)
Epoch: [24][130/292]	Loss 1.7794 (1.4793)	Accuracy 34.375 (42.319)
Epoch: [24][140/292]	Loss 1.7556 (1.4803)	Accuracy 34.375 (42.354)
Epoch: [24][150/292]	Loss 1.4661 (1.4775)	Accuracy 40.625 (42.301)
Epoch: [24][160/292]	Loss 1.7123 (1.4825)	Accuracy 28.125 (42.236)
Epoch: [24][170/292]	Loss 1.6171 (1.4817)	Accuracy 31.250 (42.306)
Epoch: [24][180/292]	Loss 1.2999 (1.4794)	Accuracy 43.750 (42.369)
Epoch: [24][190/292]	Loss 1.4268 (1.4744)	Accuracy 46.875 (42.605)
Epoch: [24][200/292]	Loss 1.5841 (1.4716)	Accuracy 31.250 (42.600)
Epoch: [24][210/292]	Loss 1.2739 (1.4704)	Accuracy 46.875 (42.595)
Epoch: [24][220/292]	Loss 1.6567 (1.4709)	Accuracy 18.750 (42.477)
Epoch: [24][230/292]	Loss 1.3802 (1.4724)	Accuracy 43.750 (42.411)
Epoch: [24][240/292]	Loss 1.2743 (1.4706)	Accuracy 56.250 (42.609)
Epoch: [24][250/292]	Loss 1.5767 (1.4718)	Accuracy 34.375 (42.555)
Epoch: [24][260/292]	Loss 1.6643 (1.4706)	Accuracy 34.375 (42.613)
Epoch: [24][270/292]	Loss 1.2134 (1.4681)	Accuracy 59.375 (42.793)
Epoch: [24][280/292]	Loss 1.9640 (1.4689)	Accuracy 28.125 (42.782)
Epoch: [24][290/292]	Loss 1.6239 (1.4698)	Accuracy 37.500 (42.751)
Test: [ 0/74]	Loss 1.5660 (1.5660)	Accuracy 40.625 (40.625)
Test: [10/74]	Loss 1.4122 (1.2763)	Accuracy 34.375 (51.420)
Test: [20/74]	Loss 1.3173 (1.3232)	Accuracy 50.000 (50.595)
Test: [30/74]	Loss 1.3397 (1.3635)	Accuracy 40.625 (48.286)
Test: [40/74]	Loss 1.2966 (1.3530)	Accuracy 62.500 (49.085)
Test: [50/74]	Loss 1.4214 (1.3660)	Accuracy 46.875 (48.958)
Test: [60/74]	Loss 1.2745 (1.3475)	Accuracy 46.875 (49.846)
Test: [70/74]	Loss 1.6027 (1.3501)	Accuracy 25.000 (48.724)
Current Accuracy: 48.161
The best accuracy: 49.2301139831543
An epoch time: {:.1f}s321.1657359600067
********************25********************
Current learning rate: 0.01
Epoch: [25][  0/292]	Loss 1.4042 (1.4042)	Accuracy 40.625 (40.625)
Epoch: [25][ 10/292]	Loss 1.5425 (1.4671)	Accuracy 46.875 (42.614)
Epoch: [25][ 20/292]	Loss 1.4406 (1.4438)	Accuracy 40.625 (43.750)
Epoch: [25][ 30/292]	Loss 1.5346 (1.4540)	Accuracy 43.750 (43.246)
Epoch: [25][ 40/292]	Loss 1.5505 (1.4673)	Accuracy 43.750 (42.378)
Epoch: [25][ 50/292]	Loss 1.1531 (1.4546)	Accuracy 53.125 (43.627)
Epoch: [25][ 60/292]	Loss 1.1904 (1.4581)	Accuracy 56.250 (43.033)
Epoch: [25][ 70/292]	Loss 1.4696 (1.4594)	Accuracy 37.500 (42.738)
Epoch: [25][ 80/292]	Loss 1.2024 (1.4527)	Accuracy 53.125 (42.747)
Epoch: [25][ 90/292]	Loss 1.5190 (1.4585)	Accuracy 31.250 (42.273)
Epoch: [25][100/292]	Loss 1.7029 (1.4605)	Accuracy 31.250 (42.079)
Epoch: [25][110/292]	Loss 1.4169 (1.4575)	Accuracy 50.000 (42.202)
Epoch: [25][120/292]	Loss 1.2892 (1.4524)	Accuracy 53.125 (42.794)
Epoch: [25][130/292]	Loss 1.3771 (1.4530)	Accuracy 40.625 (42.748)
Epoch: [25][140/292]	Loss 1.4087 (1.4571)	Accuracy 34.375 (42.620)
Epoch: [25][150/292]	Loss 1.4264 (1.4543)	Accuracy 40.625 (42.757)
Epoch: [25][160/292]	Loss 1.5489 (1.4523)	Accuracy 40.625 (42.780)
Epoch: [25][170/292]	Loss 1.3061 (1.4525)	Accuracy 46.875 (42.836)
Epoch: [25][180/292]	Loss 1.4894 (1.4532)	Accuracy 43.750 (42.869)
Epoch: [25][190/292]	Loss 1.6789 (1.4531)	Accuracy 40.625 (43.030)
Epoch: [25][200/292]	Loss 1.3614 (1.4554)	Accuracy 43.750 (42.973)
Epoch: [25][210/292]	Loss 1.6058 (1.4567)	Accuracy 31.250 (42.980)
Epoch: [25][220/292]	Loss 1.4345 (1.4595)	Accuracy 46.875 (42.831)
Epoch: [25][230/292]	Loss 1.4954 (1.4570)	Accuracy 31.250 (43.019)
Epoch: [25][240/292]	Loss 1.5562 (1.4561)	Accuracy 28.125 (42.972)
Epoch: [25][250/292]	Loss 1.4567 (1.4552)	Accuracy 40.625 (42.966)
Epoch: [25][260/292]	Loss 1.8039 (1.4553)	Accuracy 40.625 (42.936)
Epoch: [25][270/292]	Loss 1.4336 (1.4535)	Accuracy 46.875 (42.966)
Epoch: [25][280/292]	Loss 1.7884 (1.4524)	Accuracy 31.250 (43.016)
Epoch: [25][290/292]	Loss 1.2633 (1.4533)	Accuracy 50.000 (42.988)
Test: [ 0/74]	Loss 1.3965 (1.3965)	Accuracy 46.875 (46.875)
Test: [10/74]	Loss 1.4120 (1.2110)	Accuracy 46.875 (54.830)
Test: [20/74]	Loss 1.2515 (1.2801)	Accuracy 53.125 (51.488)
Test: [30/74]	Loss 1.2579 (1.3169)	Accuracy 43.750 (49.194)
Test: [40/74]	Loss 1.2646 (1.3224)	Accuracy 59.375 (48.780)
Test: [50/74]	Loss 1.3962 (1.3348)	Accuracy 46.875 (48.223)
Test: [60/74]	Loss 1.1151 (1.3183)	Accuracy 62.500 (48.770)
Test: [70/74]	Loss 1.3205 (1.3162)	Accuracy 40.625 (48.636)
Current Accuracy: 48.717
The best accuracy: 49.2301139831543
An epoch time: {:.1f}s325.16096901893616
********************26********************
Current learning rate: 0.01
Epoch: [26][  0/292]	Loss 1.2768 (1.2768)	Accuracy 50.000 (50.000)
Epoch: [26][ 10/292]	Loss 1.3380 (1.4093)	Accuracy 43.750 (47.443)
Epoch: [26][ 20/292]	Loss 1.4510 (1.4207)	Accuracy 46.875 (46.875)
Epoch: [26][ 30/292]	Loss 1.2782 (1.4110)	Accuracy 40.625 (44.859)
Epoch: [26][ 40/292]	Loss 1.8213 (1.4344)	Accuracy 31.250 (44.512)
Epoch: [26][ 50/292]	Loss 1.5471 (1.4327)	Accuracy 34.375 (44.240)
Epoch: [26][ 60/292]	Loss 1.4755 (1.4486)	Accuracy 40.625 (43.699)
Epoch: [26][ 70/292]	Loss 1.5855 (1.4551)	Accuracy 31.250 (42.694)
Epoch: [26][ 80/292]	Loss 1.4162 (1.4591)	Accuracy 50.000 (42.824)
Epoch: [26][ 90/292]	Loss 1.3946 (1.4580)	Accuracy 50.000 (42.754)
Epoch: [26][100/292]	Loss 1.4420 (1.4584)	Accuracy 37.500 (42.574)
Epoch: [26][110/292]	Loss 1.1462 (1.4547)	Accuracy 65.625 (42.793)
Epoch: [26][120/292]	Loss 1.3793 (1.4488)	Accuracy 40.625 (42.872)
Epoch: [26][130/292]	Loss 1.1743 (1.4466)	Accuracy 56.250 (42.748)
Epoch: [26][140/292]	Loss 1.4867 (1.4496)	Accuracy 40.625 (42.775)
Epoch: [26][150/292]	Loss 1.3959 (1.4465)	Accuracy 43.750 (42.860)
Epoch: [26][160/292]	Loss 1.8119 (1.4488)	Accuracy 34.375 (42.935)
Epoch: [26][170/292]	Loss 1.4603 (1.4497)	Accuracy 46.875 (43.074)
Epoch: [26][180/292]	Loss 1.2870 (1.4500)	Accuracy 43.750 (43.094)
Epoch: [26][190/292]	Loss 1.5709 (1.4460)	Accuracy 34.375 (43.226)
Epoch: [26][200/292]	Loss 1.5703 (1.4493)	Accuracy 37.500 (43.081)
Epoch: [26][210/292]	Loss 1.5580 (1.4507)	Accuracy 46.875 (42.935)
Epoch: [26][220/292]	Loss 1.1746 (1.4467)	Accuracy 53.125 (43.156)
Epoch: [26][230/292]	Loss 1.5573 (1.4515)	Accuracy 50.000 (43.047)
Epoch: [26][240/292]	Loss 1.3785 (1.4521)	Accuracy 62.500 (43.141)
Epoch: [26][250/292]	Loss 1.4052 (1.4529)	Accuracy 46.875 (43.090)
Epoch: [26][260/292]	Loss 1.4416 (1.4549)	Accuracy 40.625 (43.080)
Epoch: [26][270/292]	Loss 1.2600 (1.4513)	Accuracy 56.250 (43.254)
Epoch: [26][280/292]	Loss 1.2865 (1.4508)	Accuracy 59.375 (43.316)
Epoch: [26][290/292]	Loss 1.3050 (1.4501)	Accuracy 59.375 (43.342)
Test: [ 0/74]	Loss 1.5139 (1.5139)	Accuracy 37.500 (37.500)
Test: [10/74]	Loss 1.3460 (1.2433)	Accuracy 46.875 (52.273)
Test: [20/74]	Loss 1.2906 (1.2836)	Accuracy 53.125 (51.042)
Test: [30/74]	Loss 1.2366 (1.3232)	Accuracy 56.250 (49.395)
Test: [40/74]	Loss 1.3989 (1.3355)	Accuracy 53.125 (47.866)
Test: [50/74]	Loss 1.4131 (1.3453)	Accuracy 53.125 (47.978)
Test: [60/74]	Loss 1.0536 (1.3194)	Accuracy 56.250 (48.873)
Test: [70/74]	Loss 1.3934 (1.2950)	Accuracy 50.000 (49.824)
Current Accuracy: 49.145
The best accuracy: 49.2301139831543
An epoch time: {:.1f}s317.2207179069519
********************27********************
Current learning rate: 0.01
Epoch: [27][  0/292]	Loss 1.2787 (1.2787)	Accuracy 56.250 (56.250)
Epoch: [27][ 10/292]	Loss 1.3498 (1.4564)	Accuracy 56.250 (44.318)
Epoch: [27][ 20/292]	Loss 1.3532 (1.4512)	Accuracy 40.625 (44.196)
Epoch: [27][ 30/292]	Loss 1.3038 (1.4388)	Accuracy 53.125 (44.355)
Epoch: [27][ 40/292]	Loss 1.4819 (1.4328)	Accuracy 46.875 (44.131)
Epoch: [27][ 50/292]	Loss 1.3863 (1.4430)	Accuracy 37.500 (43.382)
Epoch: [27][ 60/292]	Loss 1.3862 (1.4314)	Accuracy 40.625 (43.750)
Epoch: [27][ 70/292]	Loss 1.2244 (1.4236)	Accuracy 50.000 (44.058)
Epoch: [27][ 80/292]	Loss 1.7779 (1.4250)	Accuracy 25.000 (43.866)
Epoch: [27][ 90/292]	Loss 1.6470 (1.4311)	Accuracy 31.250 (43.544)
Epoch: [27][100/292]	Loss 1.3186 (1.4279)	Accuracy 53.125 (43.657)
Epoch: [27][110/292]	Loss 1.5083 (1.4276)	Accuracy 28.125 (43.412)
Epoch: [27][120/292]	Loss 1.3955 (1.4396)	Accuracy 43.750 (43.053)
Epoch: [27][130/292]	Loss 1.4755 (1.4425)	Accuracy 50.000 (43.034)
Epoch: [27][140/292]	Loss 1.7052 (1.4440)	Accuracy 28.125 (43.019)
Epoch: [27][150/292]	Loss 1.4567 (1.4442)	Accuracy 40.625 (43.088)
Epoch: [27][160/292]	Loss 1.2970 (1.4404)	Accuracy 50.000 (43.187)
Epoch: [27][170/292]	Loss 1.6475 (1.4455)	Accuracy 31.250 (42.928)
Epoch: [27][180/292]	Loss 1.2820 (1.4433)	Accuracy 40.625 (42.973)
Epoch: [27][190/292]	Loss 1.4943 (1.4367)	Accuracy 43.750 (43.357)
Epoch: [27][200/292]	Loss 1.3147 (1.4322)	Accuracy 56.250 (43.595)
Epoch: [27][210/292]	Loss 1.1943 (1.4397)	Accuracy 62.500 (43.454)
Epoch: [27][220/292]	Loss 1.2835 (1.4378)	Accuracy 53.125 (43.609)
Epoch: [27][230/292]	Loss 1.2014 (1.4380)	Accuracy 65.625 (43.736)
Epoch: [27][240/292]	Loss 1.4361 (1.4381)	Accuracy 40.625 (43.763)
Epoch: [27][250/292]	Loss 1.3932 (1.4373)	Accuracy 50.000 (43.713)
Epoch: [27][260/292]	Loss 1.4077 (1.4357)	Accuracy 50.000 (43.798)
Epoch: [27][270/292]	Loss 1.6438 (1.4368)	Accuracy 37.500 (43.808)
Epoch: [27][280/292]	Loss 1.5310 (1.4358)	Accuracy 53.125 (44.039)
Epoch: [27][290/292]	Loss 1.7641 (1.4363)	Accuracy 21.875 (43.986)
Test: [ 0/74]	Loss 1.6366 (1.6366)	Accuracy 43.750 (43.750)
Test: [10/74]	Loss 1.4150 (1.2397)	Accuracy 37.500 (50.000)
Test: [20/74]	Loss 1.4082 (1.2845)	Accuracy 37.500 (50.149)
Test: [30/74]	Loss 1.2126 (1.3141)	Accuracy 59.375 (49.899)
Test: [40/74]	Loss 1.3823 (1.3266)	Accuracy 53.125 (49.695)
Test: [50/74]	Loss 1.5257 (1.3408)	Accuracy 46.875 (49.081)
Test: [60/74]	Loss 1.1289 (1.3209)	Accuracy 68.750 (50.461)
Test: [70/74]	Loss 1.6264 (1.3193)	Accuracy 28.125 (49.780)
Current Accuracy: 49.957
The best accuracy: 49.95722961425781
An epoch time: {:.1f}s320.66819763183594
********************28********************
Current learning rate: 0.01
Epoch: [28][  0/292]	Loss 1.3340 (1.3340)	Accuracy 56.250 (56.250)
Epoch: [28][ 10/292]	Loss 1.3136 (1.3605)	Accuracy 53.125 (47.159)
Epoch: [28][ 20/292]	Loss 1.2957 (1.3924)	Accuracy 53.125 (45.833)
Epoch: [28][ 30/292]	Loss 1.3331 (1.4234)	Accuracy 40.625 (44.355)
Epoch: [28][ 40/292]	Loss 1.2935 (1.3996)	Accuracy 56.250 (45.351)
Epoch: [28][ 50/292]	Loss 1.1200 (1.3882)	Accuracy 53.125 (45.956)
Epoch: [28][ 60/292]	Loss 1.2292 (1.4112)	Accuracy 43.750 (44.314)
Epoch: [28][ 70/292]	Loss 1.2844 (1.4169)	Accuracy 56.250 (44.498)
Epoch: [28][ 80/292]	Loss 1.4875 (1.4139)	Accuracy 40.625 (44.676)
Epoch: [28][ 90/292]	Loss 1.2383 (1.4094)	Accuracy 56.250 (44.952)
Epoch: [28][100/292]	Loss 1.7051 (1.4107)	Accuracy 40.625 (44.802)
Epoch: [28][110/292]	Loss 1.0781 (1.4148)	Accuracy 68.750 (44.932)
Epoch: [28][120/292]	Loss 1.3163 (1.4135)	Accuracy 46.875 (45.170)
Epoch: [28][130/292]	Loss 1.2631 (1.4139)	Accuracy 56.250 (45.229)
Epoch: [28][140/292]	Loss 1.9064 (1.4167)	Accuracy 28.125 (45.279)
Epoch: [28][150/292]	Loss 1.2539 (1.4117)	Accuracy 53.125 (45.509)
Epoch: [28][160/292]	Loss 1.7657 (1.4164)	Accuracy 34.375 (45.380)
Epoch: [28][170/292]	Loss 1.5398 (1.4131)	Accuracy 43.750 (45.431)
Epoch: [28][180/292]	Loss 1.3858 (1.4135)	Accuracy 43.750 (45.390)
Epoch: [28][190/292]	Loss 1.3417 (1.4159)	Accuracy 53.125 (45.321)
Epoch: [28][200/292]	Loss 1.4266 (1.4156)	Accuracy 37.500 (45.258)
Epoch: [28][210/292]	Loss 1.5883 (1.4157)	Accuracy 31.250 (45.127)
Epoch: [28][220/292]	Loss 1.3408 (1.4187)	Accuracy 43.750 (44.994)
Epoch: [28][230/292]	Loss 1.3999 (1.4224)	Accuracy 56.250 (44.913)
Epoch: [28][240/292]	Loss 1.5145 (1.4217)	Accuracy 43.750 (45.073)
Epoch: [28][250/292]	Loss 1.5889 (1.4239)	Accuracy 46.875 (45.194)
Epoch: [28][260/292]	Loss 1.3209 (1.4227)	Accuracy 46.875 (45.139)
Epoch: [28][270/292]	Loss 1.2305 (1.4208)	Accuracy 53.125 (45.353)
Epoch: [28][280/292]	Loss 1.3742 (1.4227)	Accuracy 43.750 (45.285)
Epoch: [28][290/292]	Loss 1.4923 (1.4230)	Accuracy 31.250 (45.135)
Test: [ 0/74]	Loss 1.4766 (1.4766)	Accuracy 40.625 (40.625)
Test: [10/74]	Loss 1.2884 (1.1661)	Accuracy 53.125 (54.545)
Test: [20/74]	Loss 1.1916 (1.2280)	Accuracy 43.750 (52.381)
Test: [30/74]	Loss 1.1988 (1.2670)	Accuracy 65.625 (51.512)
Test: [40/74]	Loss 1.1738 (1.2710)	Accuracy 62.500 (52.058)
Test: [50/74]	Loss 1.3706 (1.2818)	Accuracy 43.750 (51.838)
Test: [60/74]	Loss 0.9992 (1.2594)	Accuracy 62.500 (52.459)
Test: [70/74]	Loss 1.5008 (1.2527)	Accuracy 31.250 (52.421)
Current Accuracy: 52.010
The best accuracy: 52.0102653503418
An epoch time: {:.1f}s332.56872510910034
********************29********************
Current learning rate: 0.01
Epoch: [29][  0/292]	Loss 1.5538 (1.5538)	Accuracy 43.750 (43.750)
Epoch: [29][ 10/292]	Loss 1.2807 (1.3850)	Accuracy 59.375 (48.011)
Epoch: [29][ 20/292]	Loss 1.4930 (1.3890)	Accuracy 37.500 (46.131)
Epoch: [29][ 30/292]	Loss 1.3877 (1.4077)	Accuracy 46.875 (45.565)
Epoch: [29][ 40/292]	Loss 1.4561 (1.3860)	Accuracy 37.500 (46.418)
Epoch: [29][ 50/292]	Loss 1.4204 (1.3935)	Accuracy 46.875 (46.324)
Epoch: [29][ 60/292]	Loss 1.7060 (1.4087)	Accuracy 31.250 (45.338)
Epoch: [29][ 70/292]	Loss 1.2787 (1.4099)	Accuracy 40.625 (45.114)
Epoch: [29][ 80/292]	Loss 1.2398 (1.3997)	Accuracy 43.750 (45.409)
Epoch: [29][ 90/292]	Loss 1.4963 (1.4021)	Accuracy 43.750 (45.227)
Epoch: [29][100/292]	Loss 1.1416 (1.4025)	Accuracy 53.125 (45.019)
Epoch: [29][110/292]	Loss 1.2714 (1.4043)	Accuracy 40.625 (45.073)
Epoch: [29][120/292]	Loss 1.6750 (1.4073)	Accuracy 37.500 (45.041)
Epoch: [29][130/292]	Loss 1.5359 (1.4158)	Accuracy 43.750 (44.704)
Epoch: [29][140/292]	Loss 1.3915 (1.4130)	Accuracy 43.750 (44.925)
Epoch: [29][150/292]	Loss 1.3070 (1.4099)	Accuracy 46.875 (44.909)
Epoch: [29][160/292]	Loss 1.3081 (1.4117)	Accuracy 40.625 (44.740)
Epoch: [29][170/292]	Loss 1.4311 (1.4098)	Accuracy 50.000 (44.993)
Epoch: [29][180/292]	Loss 1.4923 (1.4100)	Accuracy 43.750 (44.993)
Epoch: [29][190/292]	Loss 1.5096 (1.4112)	Accuracy 37.500 (44.912)
Epoch: [29][200/292]	Loss 1.3436 (1.4087)	Accuracy 53.125 (44.994)
Epoch: [29][210/292]	Loss 1.0394 (1.4091)	Accuracy 65.625 (45.127)
Epoch: [29][220/292]	Loss 1.4173 (1.4047)	Accuracy 53.125 (45.461)
Epoch: [29][230/292]	Loss 1.3787 (1.4022)	Accuracy 50.000 (45.549)
Epoch: [29][240/292]	Loss 1.4598 (1.4020)	Accuracy 40.625 (45.591)
Epoch: [29][250/292]	Loss 1.2889 (1.3990)	Accuracy 46.875 (45.767)
Epoch: [29][260/292]	Loss 1.4245 (1.3996)	Accuracy 37.500 (45.594)
Epoch: [29][270/292]	Loss 1.3449 (1.4004)	Accuracy 50.000 (45.549)
Epoch: [29][280/292]	Loss 1.3977 (1.4040)	Accuracy 43.750 (45.407)
Epoch: [29][290/292]	Loss 1.2996 (1.4077)	Accuracy 53.125 (45.264)
Test: [ 0/74]	Loss 1.4301 (1.4301)	Accuracy 50.000 (50.000)
Test: [10/74]	Loss 1.4167 (1.2334)	Accuracy 43.750 (52.557)
Test: [20/74]	Loss 1.1474 (1.2994)	Accuracy 56.250 (50.595)
Test: [30/74]	Loss 1.3472 (1.3412)	Accuracy 50.000 (48.992)
Test: [40/74]	Loss 1.2315 (1.3334)	Accuracy 62.500 (49.085)
Test: [50/74]	Loss 1.4043 (1.3473)	Accuracy 40.625 (48.529)
Test: [60/74]	Loss 1.0929 (1.3329)	Accuracy 59.375 (49.590)
Test: [70/74]	Loss 1.4853 (1.3347)	Accuracy 34.375 (48.812)
Current Accuracy: 49.059
The best accuracy: 52.0102653503418
An epoch time: {:.1f}s313.1124515533447
********************30********************
Current learning rate: 0.01
Epoch: [30][  0/292]	Loss 1.3399 (1.3399)	Accuracy 56.250 (56.250)
Epoch: [30][ 10/292]	Loss 1.1755 (1.3534)	Accuracy 53.125 (46.307)
Epoch: [30][ 20/292]	Loss 1.3572 (1.3657)	Accuracy 34.375 (44.345)
Epoch: [30][ 30/292]	Loss 1.6946 (1.3696)	Accuracy 40.625 (45.464)
Epoch: [30][ 40/292]	Loss 1.1710 (1.3792)	Accuracy 53.125 (45.579)
Epoch: [30][ 50/292]	Loss 1.3210 (1.3851)	Accuracy 50.000 (45.833)
Epoch: [30][ 60/292]	Loss 1.5354 (1.3865)	Accuracy 50.000 (46.004)
Epoch: [30][ 70/292]	Loss 1.3627 (1.3755)	Accuracy 56.250 (46.699)
Epoch: [30][ 80/292]	Loss 1.2151 (1.3872)	Accuracy 62.500 (46.335)
Epoch: [30][ 90/292]	Loss 1.1644 (1.3819)	Accuracy 59.375 (46.566)
Epoch: [30][100/292]	Loss 1.4692 (1.3896)	Accuracy 46.875 (46.566)
Epoch: [30][110/292]	Loss 1.5207 (1.3904)	Accuracy 43.750 (46.509)
Epoch: [30][120/292]	Loss 1.3108 (1.3925)	Accuracy 50.000 (46.410)
Epoch: [30][130/292]	Loss 1.4553 (1.3926)	Accuracy 40.625 (46.469)
Epoch: [30][140/292]	Loss 1.3979 (1.3952)	Accuracy 53.125 (46.432)
Epoch: [30][150/292]	Loss 1.2182 (1.3965)	Accuracy 50.000 (46.109)
Epoch: [30][160/292]	Loss 1.5237 (1.3956)	Accuracy 31.250 (45.924)
Epoch: [30][170/292]	Loss 1.5900 (1.3971)	Accuracy 46.875 (45.870)
Epoch: [30][180/292]	Loss 1.4552 (1.3947)	Accuracy 40.625 (46.046)
Epoch: [30][190/292]	Loss 1.2322 (1.3894)	Accuracy 56.250 (46.335)
Epoch: [30][200/292]	Loss 1.2468 (1.3907)	Accuracy 50.000 (46.424)
Epoch: [30][210/292]	Loss 1.4273 (1.3876)	Accuracy 43.750 (46.623)
Epoch: [30][220/292]	Loss 1.5083 (1.3863)	Accuracy 37.500 (46.677)
Epoch: [30][230/292]	Loss 1.1004 (1.3887)	Accuracy 56.250 (46.618)
Epoch: [30][240/292]	Loss 1.4548 (1.3896)	Accuracy 37.500 (46.551)
Epoch: [30][250/292]	Loss 1.5525 (1.3956)	Accuracy 37.500 (46.352)
Epoch: [30][260/292]	Loss 1.3225 (1.3965)	Accuracy 53.125 (46.360)
Epoch: [30][270/292]	Loss 1.0807 (1.3905)	Accuracy 62.500 (46.564)
Epoch: [30][280/292]	Loss 1.6216 (1.3938)	Accuracy 34.375 (46.497)
Epoch: [30][290/292]	Loss 1.1110 (1.3936)	Accuracy 56.250 (46.499)
Test: [ 0/74]	Loss 1.5965 (1.5965)	Accuracy 43.750 (43.750)
Test: [10/74]	Loss 1.3385 (1.2375)	Accuracy 50.000 (52.273)
Test: [20/74]	Loss 1.4240 (1.3026)	Accuracy 40.625 (50.298)
Test: [30/74]	Loss 1.0823 (1.3334)	Accuracy 62.500 (48.488)
Test: [40/74]	Loss 1.2576 (1.3425)	Accuracy 50.000 (47.790)
Test: [50/74]	Loss 1.4874 (1.3551)	Accuracy 46.875 (47.917)
Test: [60/74]	Loss 1.1972 (1.3266)	Accuracy 62.500 (49.539)
Test: [70/74]	Loss 1.3348 (1.3079)	Accuracy 43.750 (50.088)
Current Accuracy: 50.257
The best accuracy: 52.0102653503418
An epoch time: {:.1f}s312.9772353172302
********************31********************
Current learning rate: 0.01
Epoch: [31][  0/292]	Loss 1.3906 (1.3906)	Accuracy 46.875 (46.875)
Epoch: [31][ 10/292]	Loss 1.5694 (1.4989)	Accuracy 31.250 (41.193)
Epoch: [31][ 20/292]	Loss 1.2487 (1.4704)	Accuracy 53.125 (42.708)
Epoch: [31][ 30/292]	Loss 1.3026 (1.4393)	Accuracy 53.125 (43.246)
Epoch: [31][ 40/292]	Loss 1.4335 (1.4177)	Accuracy 50.000 (44.741)
Epoch: [31][ 50/292]	Loss 1.2511 (1.3966)	Accuracy 56.250 (45.772)
Epoch: [31][ 60/292]	Loss 1.2673 (1.4008)	Accuracy 56.250 (45.799)
Epoch: [31][ 70/292]	Loss 1.2228 (1.4084)	Accuracy 53.125 (45.335)
